payment_id,amount_inr,failure_reason,payment_method,successful_payments,failed_payments,previous_attempts,hours_since_failure,customer_tenure_days,prior_recovery_rate,customer_value_inr,failure_hour,action,recovered
pay_00369,2515,bank_timeout,wallet,11,1,0,1.61,273,0.98,2292,9,escalate,1
pay_00370,3469,card_declined,wallet,6,1,1,1.48,339,0.759,3099,0,retry,0
pay_00370,3469,card_declined,wallet,6,1,1,1.48,339,0.759,3099,0,payment_link,0
pay_00370,3469,card_declined,wallet,6,1,1,1.48,339,0.759,3099,0,reminder,0
pay_00370,3469,card_declined,wallet,6,1,1,1.48,339,0.759,3099,0,escalate,1
pay_00371,2279,technical_error,upi,6,1,1,8.45,192,0.857,1646,19,retry,0
pay_00371,2279,technical_error,upi,6,1,1,8.45,192,0.857,1646,19,payment_link,1
pay_00371,2279,technical_error,upi,6,1,1,8.45,192,0.857,1646,19,reminder,0
pay_00371,2279,technical_error,upi,6,1,1,8.45,192,0.857,1646,19,escalate,0
pay_00372,1745,card_declined,netbanking,8,2,0,1.75,272,0.655,2613,20,retry,1
pay_00372,1745,card_declined,netbanking,8,2,0,1.75,272,0.655,2613,20,payment_link,0
pay_00372,1745,card_declined,netbanking,8,2,0,1.75,272,0.655,2613,20,reminder,1
pay_00372,1745,card_declined,netbanking,8,2,0,1.75,272,0.655,2613,20,escalate,1
pay_00373,7887,insufficient_funds,upi,10,1,3,4.27,422,0.865,9907,1,retry,0
pay_00373,7887,insufficient_funds,upi,10,1,3,4.27,422,0.865,9907,1,payment_link,0
pay_00373,7887,insufficient_funds,upi,10,1,3,4.27,422,0.865,9907,1,reminder,0
pay_00373,7887,insufficient_funds,upi,10,1,3,4.27,422,0.865,9907,1,escalate,0
pay_00374,3376,bank_timeout,netbanking,8,1,2,32.35,642,0.972,4054,12,retry,1
pay_00374,3376,bank_timeout,netbanking,8,1,2,32.35,642,0.972,4054,12,payment_link,0
pay_00374,3376,bank_timeout,netbanking,8,1,2,32.35,642,0.972,4054,12,reminder,0
pay_00374,3376,bank_timeout,netbanking,8,1,2,32.35,642,0.972,4054,12,escalate,0
pay_00375,5226,insufficient_funds,card,6,1,0,1.44,229,0.948,5237,5,retry,0
pay_00375,5226,insufficient_funds,card,6,1,0,1.44,229,0.948,5237,5,payment_link,1
pay_00375,5226,insufficient_funds,card,6,1,0,1.44,229,0.948,5237,5,reminder,0
pay_00375,5226,insufficient_funds,card,6,1,0,1.44,229,0.948,5237,5,escalate,1
pay_00376,5376,card_declined,upi,7,2,2,6.71,237,0.733,6974,18,retry,1
pay_00376,5376,card_declined,upi,7,2,2,6.71,237,0.733,6974,18,payment_link,0
pay_00376,5376,card_declined,upi,7,2,2,6.71,237,0.733,6974,18,reminder,0
pay_00376,5376,card_declined,upi,7,2,2,6.71,237,0.733,6974,18,escalate,0
pay_00377,4407,checkout_abandoned,card,11,2,0,7.42,88,0.658,5574,12,retry,1
pay_00377,4407,checkout_abandoned,card,11,2,0,7.42,88,0.658,5574,12,payment_link,0
pay_00377,4407,checkout_abandoned,card,11,2,0,7.42,88,0.658,5574,12,reminder,1
pay_00377,4407,checkout_abandoned,card,11,2,0,7.42,88,0.658,5574,12,escalate,1
pay_00378,27154,technical_error,card,6,2,0,33.81,201,0.498,27995,7,retry,1
pay_00378,27154,technical_error,card,6,2,0,33.81,201,0.498,27995,7,payment_link,1
pay_00378,27154,technical_error,card,6,2,0,33.81,201,0.498,27995,7,reminder,0
pay_00378,27154,technical_error,card,6,2,0,33.81,201,0.498,27995,7,escalate,1
pay_00379,3237,card_declined,upi,11,1,0,2.86,1254,0.867,5285,13,retry,1
pay_00379,3237,card_declined,upi,11,1,0,2.86,1254,0.867,5285,13,payment_link,0
pay_00379,3237,card_declined,upi,11,1,0,2.86,1254,0.867,5285,13,reminder,1
pay_00379,3237,card_declined,upi,11,1,0,2.86,1254,0.867,5285,13,escalate,0
pay_00380,707,checkout_abandoned,netbanking,3,6,0,8.98,567,0.307,1667,23,retry,0
pay_00380,707,checkout_abandoned,netbanking,3,6,0,8.98,567,0.307,1667,23,payment_link,1
pay_00380,707,checkout_abandoned,netbanking,3,6,0,8.98,567,0.307,1667,23,reminder,0
pay_00380,707,checkout_abandoned,netbanking,3,6,0,8.98,567,0.307,1667,23,escalate,0
pay_00381,706,checkout_abandoned,upi,5,2,0,1.62,208,0.742,891,10,retry,1
pay_00381,706,checkout_abandoned,upi,5,2,0,1.62,208,0.742,891,10,payment_link,0
pay_00381,706,checkout_abandoned,upi,5,2,0,1.62,208,0.742,891,10,reminder,1
pay_00381,706,checkout_abandoned,upi,5,2,0,1.62,208,0.742,891,10,escalate,0
pay_00382,6542,technical_error,upi,13,1,0,6.06,205,0.783,9712,7,retry,0
pay_00382,6542,technical_error,upi,13,1,0,6.06,205,0.783,9712,7,payment_link,0
pay_00382,6542,technical_error,upi,13,1,0,6.06,205,0.783,9712,7,reminder,1
pay_00382,6542,technical_error,upi,13,1,0,6.06,205,0.783,9712,7,escalate,1
pay_00383,1405,insufficient_funds,netbanking,8,4,0,26.52,334,0.643,1340,10,retry,0
pay_00383,1405,insufficient_funds,netbanking,8,4,0,26.52,334,0.643,1340,10,payment_link,0
pay_00383,1405,insufficient_funds,netbanking,8,4,0,26.52,334,0.643,1340,10,reminder,1
pay_00383,1405,insufficient_funds,netbanking,8,4,0,26.52,334,0.643,1340,10,escalate,0
pay_00384,10715,card_declined,upi,10,3,3,2.44,407,0.697,13803,2,retry,0
pay_00384,10715,card_declined,upi,10,3,3,2.44,407,0.697,13803,2,payment_link,0
pay_00384,10715,card_declined,upi,10,3,3,2.44,407,0.697,13803,2,reminder,0
pay_00384,10715,card_declined,upi,10,3,3,2.44,407,0.697,13803,2,escalate,0
pay_00385,605,insufficient_funds,upi,7,1,0,1.64,212,0.966,2606,6,retry,1
pay_00385,605,insufficient_funds,upi,7,1,0,1.64,212,0.966,2606,6,payment_link,0
pay_00385,605,insufficient_funds,upi,7,1,0,1.64,212,0.966,2606,6,reminder,1
pay_00385,605,insufficient_funds,upi,7,1,0,1.64,212,0.966,2606,6,escalate,0
pay_00386,1135,card_declined,upi,4,2,0,7.76,371,0.753,300,0,retry,0
pay_00386,1135,card_declined,upi,4,2,0,7.76,371,0.753,300,0,payment_link,1
pay_00386,1135,card_declined,upi,4,2,0,7.76,371,0.753,300,0,reminder,1
pay_00386,1135,card_declined,upi,4,2,0,7.76,371,0.753,300,0,escalate,0
pay_00387,19007,card_declined,netbanking,11,1,2,5.01,444,0.784,24320,11,retry,1
pay_00387,19007,card_declined,netbanking,11,1,2,5.01,444,0.784,24320,11,payment_link,0
pay_00387,19007,card_declined,netbanking,11,1,2,5.01,444,0.784,24320,11,reminder,0
pay_00387,19007,card_declined,netbanking,11,1,2,5.01,444,0.784,24320,11,escalate,0
pay_00388,9455,bank_timeout,upi,6,1,0,34.39,465,0.842,9214,18,retry,0
pay_00388,9455,bank_timeout,upi,6,1,0,34.39,465,0.842,9214,18,payment_link,0
pay_00388,9455,bank_timeout,upi,6,1,0,34.39,465,0.842,9214,18,reminder,0
pay_00388,9455,bank_timeout,upi,6,1,0,34.39,465,0.842,9214,18,escalate,0
pay_00389,8794,card_declined,upi,4,3,0,1.95,534,0.623,8345,15,retry,0
pay_00389,8794,card_declined,upi,4,3,0,1.95,534,0.623,8345,15,payment_link,0
pay_00389,8794,card_declined,upi,4,3,0,1.95,534,0.623,8345,15,reminder,0
pay_00389,8794,card_declined,upi,4,3,0,1.95,534,0.623,8345,15,escalate,0
pay_00390,6326,bank_timeout,upi,10,0,0,5.39,89,0.98,7819,19,retry,0
pay_00390,6326,bank_timeout,upi,10,0,0,5.39,89,0.98,7819,19,payment_link,0
pay_00390,6326,bank_timeout,upi,10,0,0,5.39,89,0.98,7819,19,reminder,0
pay_00390,6326,bank_timeout,upi,10,0,0,5.39,89,0.98,7819,19,escalate,0
pay_00391,7547,checkout_abandoned,upi,10,2,1,44.13,155,0.736,9653,0,retry,0
pay_00391,7547,checkout_abandoned,upi,10,2,1,44.13,155,0.736,9653,0,payment_link,0
pay_00391,7547,checkout_abandoned,upi,10,2,1,44.13,155,0.736,9653,0,reminder,1
pay_00391,7547,checkout_abandoned,upi,10,2,1,44.13,155,0.736,9653,0,escalate,0
pay_00392,2585,checkout_abandoned,upi,10,0,1,7.02,431,0.735,3694,9,retry,0
pay_00392,2585,checkout_abandoned,upi,10,0,1,7.02,431,0.735,3694,9,payment_link,0
pay_00392,2585,checkout_abandoned,upi,10,0,1,7.02,431,0.735,3694,9,reminder,1
pay_00392,2585,checkout_abandoned,upi,10,0,1,7.02,431,0.735,3694,9,escalate,0
pay_00393,25966,checkout_abandoned,upi,12,1,0,3.68,170,0.911,36559,14,retry,0
pay_00393,25966,checkout_abandoned,upi,12,1,0,3.68,170,0.911,36559,14,payment_link,1
pay_00393,25966,checkout_abandoned,upi,12,1,0,3.68,170,0.911,36559,14,reminder,1
pay_00393,25966,checkout_abandoned,upi,12,1,0,3.68,170,0.911,36559,14,escalate,1
pay_00394,2583,card_declined,netbanking,10,2,1,16.03,510,0.98,3687,3,retry,0
pay_00394,2583,card_declined,netbanking,10,2,1,16.03,510,0.98,3687,3,payment_link,0
pay_00394,2583,card_declined,netbanking,10,2,1,16.03,510,0.98,3687,3,reminder,0
pay_00394,2583,card_declined,netbanking,10,2,1,16.03,510,0.98,3687,3,escalate,1
pay_00395,6908,bank_timeout,upi,6,2,1,3.8,344,0.891,7740,16,retry,1
pay_00395,6908,bank_timeout,upi,6,2,1,3.8,344,0.891,7740,16,payment_link,0
pay_00395,6908,bank_timeout,upi,6,2,1,3.8,344,0.891,7740,16,reminder,0
pay_00395,6908,bank_timeout,upi,6,2,1,3.8,344,0.891,7740,16,escalate,0
pay_00396,2961,card_declined,upi,12,2,0,6.59,165,0.839,4184,18,retry,1
pay_00396,2961,card_declined,upi,12,2,0,6.59,165,0.839,4184,18,payment_link,1
pay_00396,2961,card_declined,upi,12,2,0,6.59,165,0.839,4184,18,reminder,1
pay_00396,2961,card_declined,upi,12,2,0,6.59,165,0.839,4184,18,escalate,0
pay_00397,8775,bank_timeout,upi,7,3,1,12.26,1192,0.754,8593,0,retry,0
pay_00397,8775,bank_timeout,upi,7,3,1,12.26,1192,0.754,8593,0,payment_link,0
pay_00397,8775,bank_timeout,upi,7,3,1,12.26,1192,0.754,8593,0,reminder,0
pay_00397,8775,bank_timeout,upi,7,3,1,12.26,1192,0.754,8593,0,escalate,0
pay_00398,1635,card_declined,card,3,1,2,28.83,134,0.7,1670,9,retry,0
pay_00398,1635,card_declined,card,3,1,2,28.83,134,0.7,1670,9,payment_link,0
pay_00398,1635,card_declined,card,3,1,2,28.83,134,0.7,1670,9,reminder,0
pay_00398,1635,card_declined,card,3,1,2,28.83,134,0.7,1670,9,escalate,0
pay_00399,4014,checkout_abandoned,upi,10,2,2,10.82,435,0.787,4882,4,retry,0
pay_00399,4014,checkout_abandoned,upi,10,2,2,10.82,435,0.787,4882,4,payment_link,1
pay_00399,4014,checkout_abandoned,upi,10,2,2,10.82,435,0.787,4882,4,reminder,1
pay_00399,4014,checkout_abandoned,upi,10,2,2,10.82,435,0.787,4882,4,escalate,0
pay_00400,3592,insufficient_funds,card,11,3,0,3.88,414,0.84,4291,11,retry,1
pay_00400,3592,insufficient_funds,card,11,3,0,3.88,414,0.84,4291,11,payment_link,1
pay_00400,3592,insufficient_funds,card,11,3,0,3.88,414,0.84,4291,11,reminder,0
pay_00400,3592,insufficient_funds,card,11,3,0,3.88,414,0.84,4291,11,escalate,0
pay_00401,15938,technical_error,card,8,0,0,4.35,443,0.98,17801,22,retry,1
pay_00401,15938,technical_error,card,8,0,0,4.35,443,0.98,17801,22,payment_link,0
pay_00401,15938,technical_error,card,8,0,0,4.35,443,0.98,17801,22,reminder,0
pay_00401,15938,technical_error,card,8,0,0,4.35,443,0.98,17801,22,escalate,1
pay_00402,1763,checkout_abandoned,upi,11,0,1,5.8,633,0.98,2752,16,retry,0
pay_00402,1763,checkout_abandoned,upi,11,0,1,5.8,633,0.98,2752,16,payment_link,1
pay_00402,1763,checkout_abandoned,upi,11,0,1,5.8,633,0.98,2752,16,reminder,0
pay_00402,1763,checkout_abandoned,upi,11,0,1,5.8,633,0.98,2752,16,escalate,1
pay_00403,1277,card_declined,card,10,2,1,14.82,285,0.736,1130,15,retry,0
pay_00403,1277,card_declined,card,10,2,1,14.82,285,0.736,1130,15,payment_link,1
pay_00403,1277,card_declined,card,10,2,1,14.82,285,0.736,1130,15,reminder,0
pay_00403,1277,card_declined,card,10,2,1,14.82,285,0.736,1130,15,escalate,0
pay_00404,810,card_declined,upi,14,2,1,24.23,214,0.922,1516,12,retry,0
pay_00404,810,card_declined,upi,14,2,1,24.23,214,0.922,1516,12,payment_link,0
pay_00404,810,card_declined,upi,14,2,1,24.23,214,0.922,1516,12,reminder,1
pay_00404,810,card_declined,upi,14,2,1,24.23,214,0.922,1516,12,escalate,1
pay_00405,18431,card_declined,upi,14,2,0,15.42,252,0.886,29290,13,retry,1
pay_00405,18431,card_declined,upi,14,2,0,15.42,252,0.886,29290,13,payment_link,0
pay_00405,18431,card_declined,upi,14,2,0,15.42,252,0.886,29290,13,reminder,0
pay_00405,18431,card_declined,upi,14,2,0,15.42,252,0.886,29290,13,escalate,0
pay_00406,9651,bank_timeout,card,7,1,0,25.13,457,0.98,10295,14,retry,1
pay_00406,9651,bank_timeout,card,7,1,0,25.13,457,0.98,10295,14,payment_link,0
pay_00406,9651,bank_timeout,card,7,1,0,25.13,457,0.98,10295,14,reminder,0
pay_00406,9651,bank_timeout,card,7,1,0,25.13,457,0.98,10295,14,escalate,0
pay_00407,2045,checkout_abandoned,card,10,4,0,9.74,537,0.803,3926,2,retry,0
pay_00407,2045,checkout_abandoned,card,10,4,0,9.74,537,0.803,3926,2,payment_link,0
pay_00407,2045,checkout_abandoned,card,10,4,0,9.74,537,0.803,3926,2,reminder,0
pay_00407,2045,checkout_abandoned,card,10,4,0,9.74,537,0.803,3926,2,escalate,0
pay_00408,31996,bank_timeout,card,6,0,0,26.57,549,0.98,31878,13,retry,1
pay_00408,31996,bank_timeout,card,6,0,0,26.57,549,0.98,31878,13,payment_link,0
pay_00408,31996,bank_timeout,card,6,0,0,26.57,549,0.98,31878,13,reminder,1
pay_00408,31996,bank_timeout,card,6,0,0,26.57,549,0.98,31878,13,escalate,0
pay_00409,11358,insufficient_funds,card,10,1,1,0.74,357,0.98,15203,0,retry,0
pay_00409,11358,insufficient_funds,card,10,1,1,0.74,357,0.98,15203,0,payment_link,0
pay_00409,11358,insufficient_funds,card,10,1,1,0.74,357,0.98,15203,0,reminder,1
pay_00409,11358,insufficient_funds,card,10,1,1,0.74,357,0.98,15203,0,escalate,0
pay_00410,921,checkout_abandoned,card,7,1,0,9.26,161,0.814,2707,18,retry,0
pay_00410,921,checkout_abandoned,card,7,1,0,9.26,161,0.814,2707,18,payment_link,1
pay_00410,921,checkout_abandoned,card,7,1,0,9.26,161,0.814,2707,18,reminder,0
pay_00410,921,checkout_abandoned,card,7,1,0,9.26,161,0.814,2707,18,escalate,0
pay_00411,1642,bank_timeout,upi,11,1,0,0.58,501,0.824,3108,14,retry,0
pay_00411,1642,bank_timeout,upi,11,1,0,0.58,501,0.824,3108,14,payment_link,1
pay_00411,1642,bank_timeout,upi,11,1,0,0.58,501,0.824,3108,14,reminder,0
pay_00411,1642,bank_timeout,upi,11,1,0,0.58,501,0.824,3108,14,escalate,1
pay_00412,8254,bank_timeout,upi,8,3,0,38.43,342,0.812,8798,2,retry,1
pay_00412,8254,bank_timeout,upi,8,3,0,38.43,342,0.812,8798,2,payment_link,0
pay_00412,8254,bank_timeout,upi,8,3,0,38.43,342,0.812,8798,2,reminder,1
pay_00412,8254,bank_timeout,upi,8,3,0,38.43,342,0.812,8798,2,escalate,0
pay_00413,2651,card_declined,upi,12,3,0,5.25,272,0.907,3389,1,retry,1
pay_00413,2651,card_declined,upi,12,3,0,5.25,272,0.907,3389,1,payment_link,1
pay_00413,2651,card_declined,upi,12,3,0,5.25,272,0.907,3389,1,reminder,0
pay_00413,2651,card_declined,upi,12,3,0,5.25,272,0.907,3389,1,escalate,0
pay_00414,13036,bank_timeout,netbanking,12,3,0,7.87,516,0.82,19504,8,retry,0
pay_00414,13036,bank_timeout,netbanking,12,3,0,7.87,516,0.82,19504,8,payment_link,1
pay_00414,13036,bank_timeout,netbanking,12,3,0,7.87,516,0.82,19504,8,reminder,1
pay_00414,13036,bank_timeout,netbanking,12,3,0,7.87,516,0.82,19504,8,escalate,1
pay_00415,2056,insufficient_funds,card,7,4,1,18.65,324,0.587,4032,7,retry,0
pay_00415,2056,insufficient_funds,card,7,4,1,18.65,324,0.587,4032,7,payment_link,1
pay_00415,2056,insufficient_funds,card,7,4,1,18.65,324,0.587,4032,7,reminder,1
pay_00415,2056,insufficient_funds,card,7,4,1,18.65,324,0.587,4032,7,escalate,0
pay_00416,6372,technical_error,upi,13,5,0,30.84,435,0.772,11185,2,retry,0
pay_00416,6372,technical_error,upi,13,5,0,30.84,435,0.772,11185,2,payment_link,0
pay_00416,6372,technical_error,upi,13,5,0,30.84,435,0.772,11185,2,reminder,0
pay_00416,6372,technical_error,upi,13,5,0,30.84,435,0.772,11185,2,escalate,1
pay_00417,2217,technical_error,card,12,1,1,13.61,242,0.912,1980,22,retry,1
pay_00417,2217,technical_error,card,12,1,1,13.61,242,0.912,1980,22,payment_link,1
pay_00417,2217,technical_error,card,12,1,1,13.61,242,0.912,1980,22,reminder,0
pay_00417,2217,technical_error,card,12,1,1,13.61,242,0.912,1980,22,escalate,1
pay_00418,3129,card_declined,card,13,3,1,16.87,219,0.894,3634,16,retry,0
pay_00418,3129,card_declined,card,13,3,1,16.87,219,0.894,3634,16,payment_link,1
pay_00418,3129,card_declined,card,13,3,1,16.87,219,0.894,3634,16,reminder,0
pay_00418,3129,card_declined,card,13,3,1,16.87,219,0.894,3634,16,escalate,0
pay_00419,5605,technical_error,netbanking,9,4,2,24.74,565,0.655,8566,12,retry,0
pay_00419,5605,technical_error,netbanking,9,4,2,24.74,565,0.655,8566,12,payment_link,0
pay_00419,5605,technical_error,netbanking,9,4,2,24.74,565,0.655,8566,12,reminder,0
pay_00419,5605,technical_error,netbanking,9,4,2,24.74,565,0.655,8566,12,escalate,0
pay_00420,3721,bank_timeout,upi,9,1,0,4.7,351,0.833,4321,18,retry,1
pay_00420,3721,bank_timeout,upi,9,1,0,4.7,351,0.833,4321,18,payment_link,0
pay_00420,3721,bank_timeout,upi,9,1,0,4.7,351,0.833,4321,18,reminder,1
pay_00420,3721,bank_timeout,upi,9,1,0,4.7,351,0.833,4321,18,escalate,0
pay_00421,8595,bank_timeout,card,13,2,1,1.46,200,0.848,14091,23,retry,1
pay_00421,8595,bank_timeout,card,13,2,1,1.46,200,0.848,14091,23,payment_link,0
pay_00421,8595,bank_timeout,card,13,2,1,1.46,200,0.848,14091,23,reminder,0
pay_00421,8595,bank_timeout,card,13,2,1,1.46,200,0.848,14091,23,escalate,0
pay_00422,4543,checkout_abandoned,card,8,1,1,15.27,203,0.98,4038,11,retry,0
pay_00422,4543,checkout_abandoned,card,8,1,1,15.27,203,0.98,4038,11,payment_link,1
pay_00422,4543,checkout_abandoned,card,8,1,1,15.27,203,0.98,4038,11,reminder,1
pay_00422,4543,checkout_abandoned,card,8,1,1,15.27,203,0.98,4038,11,escalate,0
pay_00423,1146,insufficient_funds,upi,10,0,1,5.85,204,0.954,1348,7,retry,1
pay_00423,1146,insufficient_funds,upi,10,0,1,5.85,204,0.954,1348,7,payment_link,1
pay_00423,1146,insufficient_funds,upi,10,0,1,5.85,204,0.954,1348,7,reminder,0
pay_00423,1146,insufficient_funds,upi,10,0,1,5.85,204,0.954,1348,7,escalate,1
pay_00424,2104,technical_error,netbanking,8,3,1,23.7,595,0.713,3605,19,retry,0
pay_00424,2104,technical_error,netbanking,8,3,1,23.7,595,0.713,3605,19,payment_link,0
pay_00424,2104,technical_error,netbanking,8,3,1,23.7,595,0.713,3605,19,reminder,0
pay_00424,2104,technical_error,netbanking,8,3,1,23.7,595,0.713,3605,19,escalate,1
pay_00425,1513,checkout_abandoned,upi,10,0,0,0.62,886,0.98,1683,16,retry,1
pay_00425,1513,checkout_abandoned,upi,10,0,0,0.62,886,0.98,1683,16,payment_link,1
pay_00425,1513,checkout_abandoned,upi,10,0,0,0.62,886,0.98,1683,16,reminder,1
pay_00425,1513,checkout_abandoned,upi,10,0,0,0.62,886,0.98,1683,16,escalate,0
pay_00426,3321,checkout_abandoned,upi,7,2,1,4.34,756,0.891,3303,20,retry,0
pay_00426,3321,checkout_abandoned,upi,7,2,1,4.34,756,0.891,3303,20,payment_link,0
pay_00426,3321,checkout_abandoned,upi,7,2,1,4.34,756,0.891,3303,20,reminder,1
pay_00426,3321,checkout_abandoned,upi,7,2,1,4.34,756,0.891,3303,20,escalate,0
pay_00427,8401,checkout_abandoned,card,11,1,0,19.74,463,0.764,11665,17,retry,1
pay_00427,8401,checkout_abandoned,card,11,1,0,19.74,463,0.764,11665,17,payment_link,1
pay_00427,8401,checkout_abandoned,card,11,1,0,19.74,463,0.764,11665,17,reminder,1
pay_00427,8401,checkout_abandoned,card,11,1,0,19.74,463,0.764,11665,17,escalate,0
pay_00428,2869,card_declined,netbanking,6,1,0,3.42,219,0.829,2899,5,retry,1
pay_00428,2869,card_declined,netbanking,6,1,0,3.42,219,0.829,2899,5,payment_link,1
pay_00428,2869,card_declined,netbanking,6,1,0,3.42,219,0.829,2899,5,reminder,0
pay_00428,2869,card_declined,netbanking,6,1,0,3.42,219,0.829,2899,5,escalate,0
pay_00429,1667,checkout_abandoned,upi,17,2,2,0.37,590,0.806,2327,9,retry,1
pay_00429,1667,checkout_abandoned,upi,17,2,2,0.37,590,0.806,2327,9,payment_link,1
pay_00429,1667,checkout_abandoned,upi,17,2,2,0.37,590,0.806,2327,9,reminder,1
pay_00429,1667,checkout_abandoned,upi,17,2,2,0.37,590,0.806,2327,9,escalate,0
pay_00430,3910,checkout_abandoned,upi,7,5,0,0.62,16,0.602,4514,11,retry,0
pay_00430,3910,checkout_abandoned,upi,7,5,0,0.62,16,0.602,4514,11,payment_link,0
pay_00430,3910,checkout_abandoned,upi,7,5,0,0.62,16,0.602,4514,11,reminder,1
pay_00430,3910,checkout_abandoned,upi,7,5,0,0.62,16,0.602,4514,11,escalate,0
pay_00431,4441,checkout_abandoned,upi,5,1,0,15.53,604,0.98,5059,14,retry,0
pay_00431,4441,checkout_abandoned,upi,5,1,0,15.53,604,0.98,5059,14,payment_link,1
pay_00431,4441,checkout_abandoned,upi,5,1,0,15.53,604,0.98,5059,14,reminder,1
pay_00431,4441,checkout_abandoned,upi,5,1,0,15.53,604,0.98,5059,14,escalate,0
pay_00432,7038,checkout_abandoned,card,6,2,0,6.93,174,0.704,6314,18,retry,1
pay_00432,7038,checkout_abandoned,card,6,2,0,6.93,174,0.704,6314,18,payment_link,0
pay_00432,7038,checkout_abandoned,card,6,2,0,6.93,174,0.704,6314,18,reminder,1
pay_00432,7038,checkout_abandoned,card,6,2,0,6.93,174,0.704,6314,18,escalate,0
pay_00433,1831,insufficient_funds,card,12,2,0,1.31,172,0.814,2960,6,retry,0
pay_00433,1831,insufficient_funds,card,12,2,0,1.31,172,0.814,2960,6,payment_link,0
pay_00433,1831,insufficient_funds,card,12,2,0,1.31,172,0.814,2960,6,reminder,1
pay_00433,1831,insufficient_funds,card,12,2,0,1.31,172,0.814,2960,6,escalate,0
pay_00434,2437,checkout_abandoned,upi,6,1,0,2.46,221,0.98,953,10,retry,0
pay_00434,2437,checkout_abandoned,upi,6,1,0,2.46,221,0.98,953,10,payment_link,0
pay_00434,2437,checkout_abandoned,upi,6,1,0,2.46,221,0.98,953,10,reminder,1
pay_00434,2437,checkout_abandoned,upi,6,1,0,2.46,221,0.98,953,10,escalate,1
pay_00435,2674,bank_timeout,upi,8,1,0,2.09,222,0.81,2627,5,retry,1
pay_00435,2674,bank_timeout,upi,8,1,0,2.09,222,0.81,2627,5,payment_link,1
pay_00435,2674,bank_timeout,upi,8,1,0,2.09,222,0.81,2627,5,reminder,0
pay_00435,2674,bank_timeout,upi,8,1,0,2.09,222,0.81,2627,5,escalate,0
pay_00436,2430,insufficient_funds,netbanking,5,0,0,4.79,264,0.632,4023,9,retry,0
pay_00436,2430,insufficient_funds,netbanking,5,0,0,4.79,264,0.632,4023,9,payment_link,1
pay_00436,2430,insufficient_funds,netbanking,5,0,0,4.79,264,0.632,4023,9,reminder,1
pay_00436,2430,insufficient_funds,netbanking,5,0,0,4.79,264,0.632,4023,9,escalate,0
pay_00437,1171,bank_timeout,card,2,1,0,0.2,49,0.521,556,2,retry,1
pay_00437,1171,bank_timeout,card,2,1,0,0.2,49,0.521,556,2,payment_link,0
pay_00437,1171,bank_timeout,card,2,1,0,0.2,49,0.521,556,2,reminder,0
pay_00437,1171,bank_timeout,card,2,1,0,0.2,49,0.521,556,2,escalate,0
pay_00438,2711,card_declined,upi,10,2,2,0.26,277,0.783,3698,21,retry,0
pay_00438,2711,card_declined,upi,10,2,2,0.26,277,0.783,3698,21,payment_link,0
pay_00438,2711,card_declined,upi,10,2,2,0.26,277,0.783,3698,21,reminder,1
pay_00438,2711,card_declined,upi,10,2,2,0.26,277,0.783,3698,21,escalate,1
pay_00439,821,bank_timeout,upi,10,1,1,1.11,163,0.787,2064,18,retry,1
pay_00439,821,bank_timeout,upi,10,1,1,1.11,163,0.787,2064,18,payment_link,1
pay_00439,821,bank_timeout,upi,10,1,1,1.11,163,0.787,2064,18,reminder,0
pay_00439,821,bank_timeout,upi,10,1,1,1.11,163,0.787,2064,18,escalate,0
pay_00440,919,checkout_abandoned,card,11,1,0,3.94,417,0.853,1401,23,retry,0
pay_00440,919,checkout_abandoned,card,11,1,0,3.94,417,0.853,1401,23,payment_link,0
pay_00440,919,checkout_abandoned,card,11,1,0,3.94,417,0.853,1401,23,reminder,0
pay_00440,919,checkout_abandoned,card,11,1,0,3.94,417,0.853,1401,23,escalate,0
pay_00441,26353,bank_timeout,upi,9,1,0,15.03,617,0.933,30744,7,retry,1
pay_00441,26353,bank_timeout,upi,9,1,0,15.03,617,0.933,30744,7,payment_link,1
pay_00441,26353,bank_timeout,upi,9,1,0,15.03,617,0.933,30744,7,reminder,0
pay_00441,26353,bank_timeout,upi,9,1,0,15.03,617,0.933,30744,7,escalate,1
pay_00442,4596,checkout_abandoned,upi,9,2,1,43.91,339,0.793,4368,17,retry,0
pay_00442,4596,checkout_abandoned,upi,9,2,1,43.91,339,0.793,4368,17,payment_link,0
pay_00442,4596,checkout_abandoned,upi,9,2,1,43.91,339,0.793,4368,17,reminder,0
pay_00442,4596,checkout_abandoned,upi,9,2,1,43.91,339,0.793,4368,17,escalate,0
pay_00443,1145,bank_timeout,upi,11,2,0,10.96,366,0.889,1036,12,retry,1
pay_00443,1145,bank_timeout,upi,11,2,0,10.96,366,0.889,1036,12,payment_link,0
pay_00443,1145,bank_timeout,upi,11,2,0,10.96,366,0.889,1036,12,reminder,0
pay_00443,1145,bank_timeout,upi,11,2,0,10.96,366,0.889,1036,12,escalate,0
pay_00444,3175,card_declined,netbanking,5,2,3,2.74,68,0.735,4541,9,retry,0
pay_00444,3175,card_declined,netbanking,5,2,3,2.74,68,0.735,4541,9,payment_link,0
pay_00444,3175,card_declined,netbanking,5,2,3,2.74,68,0.735,4541,9,reminder,0
pay_00444,3175,card_declined,netbanking,5,2,3,2.74,68,0.735,4541,9,escalate,0
pay_00445,5298,checkout_abandoned,card,10,3,0,8.35,525,0.702,4715,15,retry,0
pay_00445,5298,checkout_abandoned,card,10,3,0,8.35,525,0.702,4715,15,payment_link,0
