payment_id,actual_net_recovery_ai,actual_net_recovery_probability,ai_minus_probability
pay_03317,-2.829,-2.829,0.0
pay_03320,-5.575,-22.3,16.725
pay_03325,12397.59,12397.59,0.0
pay_03329,2372.08,2372.08,0.0
pay_03334,-2.34,-23.400000000000002,21.060000000000002
pay_03339,-5.03,-5.03,0.0
pay_03344,5363.05,5363.05,0.0
pay_03349,2044.875,2044.875,0.0
pay_03351,-2.605,-2.605,0.0
pay_03355,2768.09,2768.09,0.0
pay_03359,-5.89,-5.89,0.0
pay_03366,2144.853,2144.853,0.0
pay_03373,3191.0025,3191.0025,0.0
pay_03377,-17.12,-17.12,0.0
pay_03383,1972.09,1972.09,0.0
pay_03390,74812.5,74812.5,0.0
pay_03393,1377.08,1377.08,0.0
pay_03404,-10.9425,-10.9425,0.0
pay_03409,1231.9125,1231.9125,0.0
pay_03413,-2.015,-2.015,0.0
pay_03421,3182.01,3182.01,0.0
pay_03435,-11.995000000000001,-11.995000000000001,0.0
pay_03440,3648.665,3648.665,0.0
pay_03459,5072.51,5072.51,0.0
pay_03462,-2.1125,-2.1125,0.0
pay_03478,1857.141,1857.141,0.0
pay_03479,-5.705,-5.705,0.0
pay_03482,4443.67,4443.67,0.0
pay_03487,-26.61,-26.61,0.0
pay_03489,-3.915,-3.915,0.0
pay_03492,9534.456,9534.456,0.0
pay_03493,3166.83,3166.83,0.0
pay_03498,21779.415,21779.415,0.0
