payment_id,amount_inr,failure_reason,payment_method,successful_payments,failed_payments,previous_attempts,hours_since_failure,customer_tenure_days,prior_recovery_rate,customer_value_inr,failure_hour,action,recovered,total_payment_attempts,payment_success_rate,failure_rate,retry_exhaustion,transaction_to_customer_value,time_decay,customer_activity_score,predicted_probability,expected_net_recovery,allowed,guardrail_reason,guardrail_code,actual_recovered,actual_recovered_value,actual_action_cost,actual_net_recovery
pay_00393,25966,checkout_abandoned,upi,12,1,0,3.68,170,0.911,36559,14,reminder,1,13,0.9230769230769231,0.07692307692307693,0.0,0.7102491862468886,0.2136752136752137,0.07017543859649122,0.7003317122879902,18158.847241269952,True,Allowed.,NONE,1,25966,25.966,25940.034
pay_00402,1763,checkout_abandoned,upi,11,0,1,5.8,633,0.98,2752,16,reminder,1,11,1.0,0.0,0.3333333333333333,0.640625,0.14705882352941177,0.017350157728706624,0.6886491852541837,1212.325513603126,True,Allowed.,NONE,0,0,1.7630000000000001,-1.7630000000000001
pay_00408,31996,bank_timeout,card,6,0,0,26.57,549,0.98,31878,13,retry,0,6,1.0,0.0,0.0,1.0037016123972646,0.03627130939426913,0.01090909090909091,0.7407902099556015,23542.343557739427,True,Allowed.,NONE,1,31996,159.98,31836.02
pay_00410,921,checkout_abandoned,card,7,1,0,9.26,161,0.814,2707,18,reminder,0,8,0.875,0.125,0.0,0.3402290358330255,0.09746588693957116,0.043209876543209874,0.6786321484446136,624.0992087174891,True,Allowed.,NONE,0,0,0.921,-0.921
pay_00411,1642,bank_timeout,upi,11,1,0,0.58,501,0.824,3108,14,retry,1,12,0.9166666666666666,0.08333333333333333,0.0,0.5283140283140283,0.6329113924050632,0.021912350597609563,0.7442232719318586,1213.8046125121118,True,Allowed.,NONE,0,0,8.21,-8.21
pay_00414,13036,bank_timeout,netbanking,12,3,0,7.87,516,0.82,19504,8,retry,1,15,0.8,0.2,0.0,0.6683757178014766,0.11273957158962794,0.02321083172147002,0.6833880855387846,8843.467083083597,True,Allowed.,NONE,0,0,65.18,-65.18
pay_00415,2056,insufficient_funds,card,7,4,1,18.65,324,0.587,4032,7,payment_link,0,11,0.6363636363636364,0.36363636363636365,0.3333333333333333,0.5099206349206349,0.050890585241730284,0.021538461538461538,0.46194565628336876,944.6202693186061,True,Allowed.,NONE,1,2056,5.14,2050.86
pay_00416,6372,technical_error,upi,13,5,0,30.84,435,0.772,11185,2,retry,1,18,0.7222222222222222,0.2777777777777778,0.0,0.5696915511846222,0.031407035175879394,0.02981651376146789,0.4836645018618474,3050.0502058636916,True,Allowed.,NONE,0,0,31.86,-31.86
pay_00422,4543,checkout_abandoned,card,8,1,1,15.27,203,0.98,4038,11,reminder,0,9,0.8888888888888888,0.1111111111111111,0.3333333333333333,1.1250619118375433,0.06146281499692686,0.0392156862745098,0.6068646268335209,2752.4429997046855,True,Allowed.,NONE,1,4543,4.543,4538.457
pay_00423,1146,insufficient_funds,upi,10,0,1,5.85,204,0.954,1348,7,payment_link,1,10,1.0,0.0,0.3333333333333333,0.8501483679525222,0.14598540145985403,0.04878048780487805,0.6281234064874247,716.9644238345887,True,Allowed.,NONE,1,1146,2.865,1143.135
pay_00430,3910,checkout_abandoned,upi,7,5,0,0.62,16,0.602,4514,11,reminder,0,12,0.5833333333333334,0.4166666666666667,0.0,0.8661940629153744,0.6172839506172839,0.4117647058823529,0.4139651929481693,1614.693904427342,True,Allowed.,NONE,1,3910,3.91,3906.09
pay_00432,7038,checkout_abandoned,card,6,2,0,6.93,174,0.704,6314,18,reminder,0,8,0.75,0.25,0.0,1.114665821982895,0.12610340479192939,0.03428571428571429,0.5984706374006974,4204.998346026108,True,Allowed.,NONE,1,7038,7.038,7030.962
pay_00433,1831,insufficient_funds,card,12,2,0,1.31,172,0.814,2960,6,payment_link,0,14,0.8571428571428571,0.14285714285714285,0.0,0.6185810810810811,0.4329004329004329,0.06936416184971098,0.749055257581905,1366.942676632468,True,Allowed.,NONE,0,0,4.5775,-4.5775
pay_00438,2711,card_declined,upi,10,2,2,0.26,277,0.783,3698,21,retry,1,12,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.733098972417523,0.7936507936507936,0.03597122302158273,0.4316164694821941,1156.5572487662282,True,Allowed.,NONE,0,0,13.555,-13.555
pay_00439,821,bank_timeout,upi,10,1,1,1.11,163,0.787,2064,18,retry,0,11,0.9090909090909091,0.09090909090909091,0.3333333333333333,0.39777131782945735,0.4739336492890995,0.06097560975609756,0.6691095694184419,545.2339564925408,True,Allowed.,NONE,1,821,4.105,816.895
pay_00442,4596,checkout_abandoned,upi,9,2,1,43.91,339,0.793,4368,17,reminder,0,11,0.8181818181818182,0.18181818181818182,0.3333333333333333,1.0521978021978022,0.022266755733689605,0.026470588235294117,0.5196031177052126,2383.4999289731572,True,Allowed.,NONE,0,0,4.596,-4.596
pay_00443,1145,bank_timeout,upi,11,2,0,10.96,366,0.889,1036,12,retry,0,13,0.8461538461538461,0.15384615384615385,0.0,1.1052123552123552,0.08361204013377926,0.02997275204359673,0.6734914863330194,765.4227518513071,True,Allowed.,NONE,1,1145,5.7250000000000005,1139.275
pay_00449,3840,insufficient_funds,card,15,2,1,4.73,422,0.789,7291,17,payment_link,1,17,0.8823529411764706,0.11764705882352941,0.3333333333333333,0.5266767247291181,0.17452006980802792,0.03546099290780142,0.5150801462960305,1968.3077617767572,True,Allowed.,NONE,1,3840,9.6,3830.4
pay_00450,10360,insufficient_funds,upi,12,1,0,3.26,172,0.771,16256,19,payment_link,0,13,0.9230769230769231,0.07692307692307693,0.0,0.6373031496062992,0.2347417840375587,0.06936416184971098,0.6721307005455093,6937.3740576514765,True,Allowed.,NONE,1,10360,25.900000000000002,10334.1
pay_00457,3955,card_declined,card,11,2,1,14.51,224,0.786,3874,14,payment_link,0,13,0.8461538461538461,0.15384615384615385,0.3333333333333333,1.0209086215797625,0.06447453255963895,0.04888888888888889,0.5140608529280136,2023.2231733302938,True,Allowed.,NONE,0,0,9.887500000000001,-9.887500000000001
pay_00461,1870,insufficient_funds,netbanking,11,2,0,0.2,262,0.811,4140,7,payment_link,1,13,0.8461538461538461,0.15384615384615385,0.0,0.45169082125603865,0.8333333333333334,0.04182509505703422,0.7039106057557872,1311.6378327633222,True,Allowed.,NONE,0,0,4.675,-4.675
pay_00463,25280,insufficient_funds,upi,5,1,0,0.52,339,0.816,22810,9,payment_link,0,6,0.8333333333333334,0.16666666666666666,0.0,1.1082858395440596,0.6578947368421053,0.014705882352941176,0.6345612865441697,15978.509323836608,True,Allowed.,NONE,1,25280,63.2,25216.8
pay_00471,1809,checkout_abandoned,netbanking,6,1,1,11.14,416,0.906,1036,18,reminder,0,7,0.8571428571428571,0.14285714285714285,0.3333333333333333,1.7461389961389961,0.08237232289950576,0.014388489208633094,0.5866751599053109,1059.4863642687076,True,Allowed.,NONE,1,1809,1.809,1807.191
pay_00478,1622,card_declined,upi,12,1,0,6.54,44,0.98,1614,5,payment_link,1,13,0.9230769230769231,0.07692307692307693,0.0,1.0049566294919454,0.13262599469496023,0.26666666666666666,0.7127327545741812,1151.9975279193218,True,Allowed.,NONE,0,0,4.055,-4.055
pay_00479,1904,card_declined,card,15,3,2,9.09,688,0.877,3604,4,payment_link,0,18,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.5283018867924528,0.09910802775024777,0.02177068214804064,0.49625513094728696,940.1097693236344,True,Allowed.,NONE,0,0,4.76,-4.76
pay_00485,5590,insufficient_funds,upi,9,1,1,1.6,414,0.98,7020,13,reminder,0,10,0.9,0.1,0.3333333333333333,0.7962962962962963,0.3846153846153846,0.021686746987951807,0.6189922278247381,3454.5765535402857,True,Allowed.,NONE,1,5590,5.59,5584.41
pay_00486,1408,card_declined,card,8,1,2,1.0,447,0.805,1109,12,payment_link,0,9,0.8888888888888888,0.1111111111111111,0.6666666666666666,1.2696122633002704,0.5,0.017857142857142856,0.48317052908166774,676.7841049469882,True,Allowed.,NONE,0,0,3.52,-3.52
pay_00495,1685,card_declined,upi,5,0,0,1.44,313,0.86,1288,16,payment_link,0,5,1.0,0.0,0.0,1.3082298136645962,0.4098360655737705,0.01592356687898089,0.6900738415128497,1158.5619229491515,True,Allowed.,NONE,1,1685,4.2125,1680.7875
pay_00501,17649,card_declined,upi,8,1,0,1.89,163,0.951,19139,7,payment_link,0,9,0.8888888888888888,0.1111111111111111,0.0,0.9221484926067193,0.34602076124567477,0.04878048780487805,0.6769004586432203,11902.493694594197,True,Allowed.,NONE,1,17649,44.1225,17604.8775
pay_00505,6305,insufficient_funds,netbanking,11,3,2,6.87,289,0.756,9953,5,payment_link,0,14,0.7857142857142857,0.21428571428571427,0.6666666666666666,0.6334773435145182,0.12706480304955528,0.03793103448275862,0.4870587005994931,3055.142607279804,True,Allowed.,NONE,1,6305,15.762500000000001,6289.2375
pay_00506,4068,card_declined,card,11,1,0,3.75,471,0.98,4529,20,payment_link,0,12,0.9166666666666666,0.08333333333333333,0.0,0.8982115257231177,0.21052631578947367,0.023305084745762712,0.7188171741860673,2913.978264588922,True,Allowed.,NONE,0,0,10.17,-10.17
pay_00507,2432,insufficient_funds,upi,9,0,0,3.52,120,0.945,3571,0,payment_link,0,9,1.0,0.0,0.0,0.6810417250070009,0.22123893805309736,0.0743801652892562,0.7766009385213705,1882.613482483973,True,Allowed.,NONE,0,0,6.08,-6.08
pay_00511,3586,checkout_abandoned,wallet,13,1,0,32.25,503,0.941,4894,7,reminder,1,14,0.9285714285714286,0.07142857142857142,0.0,0.7327339599509604,0.03007518796992481,0.025793650793650792,0.6189979870047669,2216.1407813990945,True,Allowed.,NONE,0,0,3.586,-3.586
pay_00527,7233,bank_timeout,netbanking,8,2,2,2.91,559,0.716,7772,12,retry,1,10,0.8,0.2,0.6666666666666666,0.9306484817292846,0.2557544757033248,0.014285714285714285,0.4948974435162079,3543.428208952732,True,Allowed.,NONE,1,7233,36.165,7196.835
pay_00528,4665,insufficient_funds,upi,10,2,3,12.57,220,0.87,5831,10,payment_link,0,12,0.8333333333333334,0.16666666666666666,1.0,0.8000342994340593,0.07369196757553427,0.04524886877828054,0.34903894818727527,1616.6041932936391,True,Allowed.,NONE,1,4665,11.6625,4653.3375
pay_00532,3433,bank_timeout,wallet,3,2,0,9.03,250,0.98,1697,23,retry,0,5,0.6,0.4,0.0,2.022981732469063,0.09970089730807578,0.01195219123505976,0.4981657921647316,1693.0381645015236,True,Allowed.,NONE,1,3433,17.165,3415.835
pay_00538,10966,checkout_abandoned,wallet,13,1,0,18.04,725,0.75,14773,9,reminder,1,14,0.9285714285714286,0.07142857142857142,0.0,0.7423001421512219,0.052521008403361345,0.01790633608815427,0.6787568229876486,7432.281320882555,True,Allowed.,NONE,1,10966,10.966000000000001,10955.034
pay_00544,776,bank_timeout,wallet,4,0,0,5.9,461,0.884,300,17,retry,1,4,1.0,0.0,0.0,2.5866666666666664,0.14492753623188406,0.008658008658008658,0.7655603785789573,590.1948537772709,True,Allowed.,NONE,1,776,3.88,772.12
pay_00551,1708,card_declined,netbanking,13,0,1,6.54,421,0.98,1854,23,payment_link,1,13,1.0,0.0,0.3333333333333333,0.9212513484358145,0.13262599469496023,0.030805687203791468,0.6188911393553831,1052.7960660189942,True,Allowed.,NONE,0,0,4.2700000000000005,-4.2700000000000005
pay_00554,2646,card_declined,card,16,3,0,12.35,376,0.807,3148,14,payment_link,0,19,0.8421052631578947,0.15789473684210525,0.0,0.8405336721728082,0.0749063670411985,0.042440318302387266,0.6828208476796687,1800.1289629604032,True,Allowed.,NONE,1,2646,6.615,2639.385
pay_00555,1037,checkout_abandoned,wallet,9,3,2,12.62,128,0.871,1383,17,payment_link,0,12,0.75,0.25,0.6666666666666666,0.749819233550253,0.07342143906020558,0.06976744186046512,0.5502848638311367,568.0529037928889,True,Allowed.,NONE,0,0,2.5925000000000002,-2.5925000000000002
pay_00557,7338,card_declined,card,13,1,1,19.15,239,0.834,11078,11,payment_link,1,14,0.9285714285714286,0.07142857142857142,0.3333333333333333,0.6623939339230908,0.04962779156327544,0.05416666666666667,0.594533306725042,4344.340404748358,True,Allowed.,NONE,0,0,18.345,-18.345
pay_00564,1888,checkout_abandoned,card,6,1,0,9.1,516,0.98,3472,13,reminder,0,7,0.8571428571428571,0.14285714285714285,0.0,0.543778801843318,0.09900990099009901,0.01160541586073501,0.7080966012675,1334.99838319304,True,Allowed.,NONE,1,1888,1.8880000000000001,1886.112
pay_00567,1679,checkout_abandoned,upi,9,1,2,3.55,564,0.98,1352,18,reminder,0,10,0.9,0.1,0.6666666666666666,1.2418639053254439,0.21978021978021978,0.01592920353982301,0.5747991807143058,963.4088244193194,True,Allowed.,NONE,0,0,1.679,-1.679
pay_00573,13060,technical_error,netbanking,6,1,1,11.76,242,0.916,12198,11,retry,0,7,0.8571428571428571,0.14285714285714285,0.3333333333333333,1.0706673225118872,0.07836990595611286,0.024691358024691357,0.5076516053371753,6564.62996570351,True,Allowed.,NONE,1,13060,65.3,12994.7
pay_00576,2027,bank_timeout,card,9,1,0,7.82,317,0.98,2287,11,retry,0,10,0.9,0.1,0.0,0.8863139484040228,0.11337868480725623,0.02830188679245283,0.7207422615352856,1450.809564132024,True,Allowed.,NONE,1,2027,10.135,2016.865
pay_00578,3189,insufficient_funds,card,10,3,0,18.06,251,0.964,4859,4,payment_link,1,13,0.7692307692307693,0.23076923076923078,0.0,0.6563078822803046,0.05246589716684156,0.03968253968253968,0.6938991427422333,2204.8718662049823,True,Allowed.,NONE,1,3189,7.9725,3181.0275
pay_00594,1304,bank_timeout,card,15,2,0,6.91,264,0.965,1910,1,retry,1,17,0.8823529411764706,0.11764705882352941,0.0,0.6827225130890052,0.1264222503160556,0.05660377358490566,0.7279838510393742,942.770941755344,True,Allowed.,NONE,1,1304,6.5200000000000005,1297.48
pay_00596,9895,insufficient_funds,upi,8,3,0,11.47,429,0.695,10660,23,payment_link,1,11,0.7272727272727273,0.2727272727272727,0.0,0.9282363977485929,0.08019246190858059,0.018604651162790697,0.5707188673104472,5622.525692036875,True,Allowed.,NONE,1,9895,24.7375,9870.2625
pay_00598,4664,bank_timeout,netbanking,5,2,3,3.73,290,0.651,2364,14,escalate,0,7,0.7142857142857143,0.2857142857142857,1.0,1.972927241962775,0.2114164904862579,0.01718213058419244,0.20802210306736874,,True,Manual review allowed.,MANUAL_REVIEW,0,0,46.64,-46.64
pay_00599,5932,checkout_abandoned,card,7,3,3,3.84,162,0.746,5749,5,reminder,0,10,0.7,0.3,1.0,1.0318316228909377,0.2066115702479339,0.04294478527607362,0.3700925683014083,2189.4571151639543,True,Allowed.,NONE,0,0,5.932,-5.932
pay_00602,2203,technical_error,card,11,1,0,34.56,172,0.883,3448,3,retry,1,12,0.9166666666666666,0.08333333333333333,0.0,0.6389211136890951,0.028121484814398197,0.06358381502890173,0.637965690882476,1394.4234170140946,True,Allowed.,NONE,1,2203,11.015,2191.985
pay_00605,4263,bank_timeout,netbanking,9,4,1,3.46,688,0.627,4727,6,retry,0,13,0.6923076923076923,0.3076923076923077,0.3333333333333333,0.901840490797546,0.2242152466367713,0.013062409288824383,0.5146821373556496,2172.774951547134,True,Allowed.,NONE,0,0,21.315,-21.315
pay_00610,1612,checkout_abandoned,card,6,2,0,21.26,470,0.816,1394,7,reminder,0,8,0.75,0.25,0.0,1.156384505021521,0.044923629829290206,0.012738853503184714,0.5897380647057502,949.0457603056693,True,Allowed.,NONE,1,1612,1.612,1610.388
pay_00612,6111,insufficient_funds,card,10,1,0,3.89,631,0.98,8486,1,payment_link,0,11,0.9090909090909091,0.09090909090909091,0.0,0.72012726844214,0.20449897750511245,0.015822784810126583,0.742118315108957,4519.807523630836,True,Allowed.,NONE,0,0,15.2775,-15.2775
pay_00621,1420,technical_error,card,6,5,0,1.89,91,0.304,2613,18,payment_link,0,11,0.5454545454545454,0.45454545454545453,0.0,0.5434366628396479,0.34602076124567477,0.06521739130434782,0.33674671652304655,474.6303374627261,True,Allowed.,NONE,0,0,3.5500000000000003,-3.5500000000000003
pay_00631,3288,technical_error,card,8,0,0,0.2,254,0.98,4647,8,retry,1,8,1.0,0.0,0.0,0.7075532601678503,0.8333333333333334,0.03137254901960784,0.7246616149787714,2366.2473900502,True,Allowed.,NONE,1,3288,16.44,3271.56
pay_00642,1763,insufficient_funds,upi,2,6,0,2.97,244,0.02,997,0,payment_link,0,8,0.25,0.75,0.0,1.7683049147442327,0.2518891687657431,0.00816326530612245,0.3894783170881213,682.2427730263578,True,Allowed.,NONE,0,0,4.4075,-4.4075
pay_00644,3782,technical_error,netbanking,8,0,0,8.06,777,0.98,3341,8,retry,0,8,1.0,0.0,0.0,1.1319964082609997,0.11037527593818984,0.010282776349614395,0.6946215431138824,2608.148676056703,True,Allowed.,NONE,1,3782,18.91,3763.09
pay_00654,954,checkout_abandoned,card,4,1,0,6.65,607,0.943,505,4,reminder,0,5,0.8,0.2,0.0,1.889108910891089,0.13071895424836602,0.006578947368421052,0.6854498271032056,652.9651350564582,True,Allowed.,NONE,0,0,0.9540000000000001,-0.9540000000000001
pay_00657,1442,checkout_abandoned,upi,8,2,0,3.32,473,0.901,1679,21,reminder,0,10,0.8,0.2,0.0,0.8588445503275759,0.23148148148148145,0.016877637130801686,0.6617106767871562,952.7447959270793,True,Allowed.,NONE,1,1442,1.442,1440.558
pay_00665,1008,checkout_abandoned,upi,7,2,0,9.47,526,0.802,618,2,reminder,0,9,0.7777777777777778,0.2222222222222222,0.0,1.6310679611650485,0.09551098376313276,0.013282732447817837,0.6078687449854125,611.7236949452958,True,Allowed.,NONE,1,1008,1.008,1006.992
pay_00670,4923,technical_error,card,10,1,1,0.2,262,0.98,7274,10,retry,1,11,0.9090909090909091,0.09090909090909091,0.3333333333333333,0.6767940610393182,0.8333333333333334,0.03802281368821293,0.6316414002078148,3084.9556132230723,True,Allowed.,NONE,1,4923,24.615000000000002,4898.385
pay_00676,1798,insufficient_funds,upi,14,3,0,8.65,412,0.81,3800,3,payment_link,0,17,0.8235294117647058,0.17647058823529413,0.0,0.4731578947368421,0.10362694300518134,0.03389830508474576,0.6461760848417416,1157.3296005454515,True,Allowed.,NONE,1,1798,4.495,1793.505
pay_00678,3010,bank_timeout,upi,8,3,0,8.12,291,0.695,4092,15,retry,0,11,0.7272727272727273,0.2727272727272727,0.0,0.7355816226783969,0.10964912280701755,0.0273972602739726,0.6436280144538797,1922.270323506178,True,Allowed.,NONE,1,3010,15.05,2994.95
pay_00679,2385,card_declined,upi,4,4,0,35.55,171,0.395,2971,14,payment_link,0,8,0.5,0.5,0.0,0.8027600134634804,0.02735978112175103,0.023255813953488372,0.33000690155070794,781.1039601984385,True,Allowed.,NONE,0,0,5.9625,-5.9625
pay_00680,1589,checkout_abandoned,upi,14,5,2,13.37,349,0.694,1242,0,payment_link,0,19,0.7368421052631579,0.2631578947368421,0.6666666666666666,1.2793880837359097,0.06958942240779402,0.04,0.43599216583577144,688.8190515130409,True,Allowed.,NONE,0,0,3.9725,-3.9725
pay_00691,4299,bank_timeout,netbanking,10,3,0,0.57,186,0.646,5861,0,retry,0,13,0.7692307692307693,0.23076923076923078,0.0,0.7334925780583518,0.6369426751592357,0.053475935828877004,0.6672528678082571,2847.0250787076975,True,Allowed.,NONE,0,0,21.495,-21.495
pay_00693,1421,insufficient_funds,card,7,1,0,23.38,554,0.641,703,7,payment_link,0,8,0.875,0.125,0.0,2.0213371266002844,0.04101722723543889,0.012612612612612612,0.6672833462607425,944.6571350365151,True,Allowed.,NONE,1,1421,3.5525,1417.4475
pay_00705,1305,bank_timeout,upi,8,6,2,6.74,186,0.442,1799,0,retry,1,14,0.5714285714285714,0.42857142857142855,0.6666666666666666,0.7254030016675931,0.12919896640826872,0.0427807486631016,0.3125546134767002,401.35877058709383,True,Allowed.,NONE,0,0,6.525,-6.525
pay_00712,2126,bank_timeout,upi,5,1,1,0.23,160,0.98,1098,17,retry,1,6,0.8333333333333334,0.16666666666666666,0.3333333333333333,1.9362477231329691,0.8130081300813008,0.031055900621118012,0.5875947551174016,1238.5964493795957,True,Allowed.,NONE,0,0,10.63,-10.63
pay_00718,1552,technical_error,card,10,3,0,14.97,215,0.756,2745,17,payment_link,1,13,0.7692307692307693,0.23076923076923078,0.0,0.5653916211293261,0.06261740763932373,0.046296296296296294,0.5254368141926918,811.5979356270577,True,Allowed.,NONE,0,0,3.88,-3.88
pay_00721,13937,card_declined,upi,11,1,2,19.54,305,0.98,17405,14,retry,0,12,0.9166666666666666,0.08333333333333333,0.6666666666666666,0.800746911806952,0.04868549172346641,0.03594771241830065,0.5205171110698774,7184.761976980881,True,Allowed.,NONE,0,0,69.685,-69.685
pay_00729,1238,insufficient_funds,card,9,1,0,19.9,972,0.828,2001,23,payment_link,0,10,0.9,0.1,0.0,0.6186906546726637,0.04784688995215311,0.009249743062692703,0.6826456220327203,842.0202800765077,True,Allowed.,NONE,1,1238,3.095,1234.905
pay_00736,1515,insufficient_funds,upi,15,2,0,21.82,206,0.941,2824,13,payment_link,0,17,0.8823529411764706,0.11764705882352941,0.0,0.5364730878186968,0.04382120946538125,0.07246376811594203,0.652086249120895,984.1231674181558,True,Allowed.,NONE,1,1515,3.7875,1511.2125
pay_00742,1357,bank_timeout,netbanking,4,1,1,21.42,230,0.98,530,2,retry,0,5,0.8,0.2,0.3333333333333333,2.560377358490566,0.04460303300624442,0.017316017316017316,0.5776305721216853,777.059686369127,True,Allowed.,NONE,0,0,6.785,-6.785
pay_00744,4867,card_declined,wallet,8,2,1,7.26,76,0.627,5550,1,payment_link,0,10,0.8,0.2,0.3333333333333333,0.876936936936937,0.12106537530266344,0.1038961038961039,0.5080712316050949,2460.615184221997,True,Allowed.,NONE,0,0,12.1675,-12.1675
pay_00746,1668,checkout_abandoned,upi,9,1,0,2.93,372,0.718,1649,16,reminder,1,10,0.9,0.1,0.0,1.0115221346270467,0.2544529262086514,0.024128686327077747,0.652944146844167,1087.4428369360708,True,Allowed.,NONE,1,1668,1.668,1666.332
pay_00752,8188,insufficient_funds,wallet,9,0,1,2.08,165,0.98,9977,6,payment_link,0,9,1.0,0.0,0.3333333333333333,0.8206875814373058,0.3246753246753247,0.05421686746987952,0.6431476266460022,5245.622766977466,True,Allowed.,NONE,1,8188,20.47,8167.53
pay_00755,19042,checkout_abandoned,card,9,2,0,21.8,805,0.795,22295,3,reminder,0,11,0.8181818181818182,0.18181818181818182,0.0,0.8540928459295806,0.043859649122807015,0.011166253101736972,0.6234025072851712,11851.788543724231,True,Allowed.,NONE,1,19042,19.042,19022.958
pay_00759,4192,card_declined,card,6,1,0,8.17,485,0.98,5197,17,payment_link,1,7,0.8571428571428571,0.14285714285714285,0.0,0.8066192033865692,0.10905125408942203,0.012345679012345678,0.6700657191710787,2798.435494765162,True,Allowed.,NONE,0,0,10.48,-10.48
pay_00761,1322,checkout_abandoned,upi,6,0,0,6.05,123,0.98,2159,3,reminder,1,6,1.0,0.0,0.0,0.6123205187586845,0.14184397163120568,0.04838709677419355,0.6935698490663937,915.5773404657725,True,Allowed.,NONE,1,1322,1.322,1320.678
pay_00776,2958,bank_timeout,netbanking,12,2,1,2.22,691,0.889,6646,0,retry,0,14,0.8571428571428571,0.14285714285714285,0.3333333333333333,0.4450797472163707,0.3105590062111801,0.017341040462427744,0.6491811016391499,1905.4876986486054,True,Allowed.,NONE,1,2958,14.790000000000001,2943.21
pay_00781,13838,checkout_abandoned,upi,4,3,1,23.58,1043,0.474,11789,2,reminder,0,7,0.5714285714285714,0.42857142857142855,0.3333333333333333,1.1738060904232759,0.04068348250610253,0.0038314176245210726,0.35302883221023534,4871.374980125237,True,Allowed.,NONE,0,0,13.838000000000001,-13.838000000000001
pay_00785,6068,checkout_abandoned,card,17,2,0,22.87,1088,0.907,8856,7,reminder,0,19,0.8947368421052632,0.10526315789473684,0.0,0.6851851851851852,0.04189359028068705,0.015610651974288337,0.713252828339362,4321.950162363249,True,Allowed.,NONE,1,6068,6.0680000000000005,6061.932
pay_00787,2565,bank_timeout,upi,8,1,0,9.94,216,0.931,1806,0,retry,0,9,0.8888888888888888,0.1111111111111111,0.0,1.420265780730897,0.09140767824497258,0.03686635944700461,0.7228380877002509,1841.2546949511436,True,Allowed.,NONE,1,2565,12.825000000000001,2552.175
pay_00790,2684,bank_timeout,card,12,1,0,6.32,434,0.82,4891,22,retry,1,13,0.9230769230769231,0.07692307692307693,0.0,0.5487630341443468,0.13661202185792348,0.027586206896551724,0.7320991995481807,1951.534251587317,True,Allowed.,NONE,1,2684,13.42,2670.58
pay_00794,9098,insufficient_funds,netbanking,9,3,3,9.01,121,0.86,11297,23,payment_link,0,12,0.75,0.25,1.0,0.8053465521819952,0.0999000999000999,0.07377049180327869,0.3442933827678717,3109.636196422097,True,Allowed.,NONE,0,0,22.745,-22.745
pay_00798,4399,insufficient_funds,upi,16,0,2,3.75,364,0.961,6634,9,payment_link,0,16,1.0,0.0,0.6666666666666666,0.6630991860114561,0.21052631578947367,0.043835616438356165,0.5274575715970001,2309.288357455204,True,Allowed.,NONE,0,0,10.9975,-10.9975
pay_00802,1833,card_declined,upi,14,0,1,1.48,166,0.904,2398,11,payment_link,1,14,1.0,0.0,0.3333333333333333,0.7643869891576314,0.40322580645161293,0.08383233532934131,0.5957129691076604,1087.3593723743415,True,Allowed.,NONE,0,0,4.5825000000000005,-4.5825000000000005
pay_00805,7678,insufficient_funds,upi,12,1,1,2.1,283,0.927,9166,4,reminder,0,13,0.9230769230769231,0.07692307692307693,0.3333333333333333,0.8376609207942396,0.3225806451612903,0.04225352112676056,0.6218886528053288,4767.183076239315,True,Allowed.,NONE,0,0,7.678,-7.678
pay_00807,5931,card_declined,netbanking,13,4,2,5.1,102,0.925,9646,18,payment_link,0,17,0.7647058823529411,0.23529411764705882,0.6666666666666666,0.6148662658096621,0.1639344262295082,0.1262135922330097,0.470652183336946,2776.610599371427,True,Allowed.,NONE,1,5931,14.8275,5916.1725
pay_00809,5760,insufficient_funds,netbanking,5,1,1,7.05,272,0.789,4992,8,payment_link,0,6,0.8333333333333334,0.16666666666666666,0.3333333333333333,1.1538461538461537,0.12422360248447203,0.018315018315018316,0.567242051877952,3252.914218817003,True,Allowed.,NONE,0,0,14.4,-14.4
pay_00812,2541,technical_error,upi,8,1,1,20.18,568,0.799,3516,20,retry,1,9,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.7226962457337884,0.047214353163361665,0.014059753954305799,0.5623131283251577,1416.1326590742258,True,Allowed.,NONE,0,0,12.705,-12.705
pay_00816,8758,checkout_abandoned,card,8,3,0,11.62,135,0.783,9676,12,reminder,0,11,0.7272727272727273,0.2727272727272727,0.0,0.9051260851591567,0.0792393026941363,0.058823529411764705,0.5484940592065386,4794.952970530865,True,Allowed.,NONE,1,8758,8.758000000000001,8749.242
pay_00817,711,insufficient_funds,netbanking,7,1,0,13.42,375,0.911,504,13,payment_link,0,8,0.875,0.125,0.0,1.4107142857142858,0.06934812760055478,0.018617021276595744,0.676398335454442,479.14171650810823,True,Allowed.,NONE,0,0,1.7775,-1.7775
pay_00818,5618,checkout_abandoned,card,6,0,1,10.03,370,0.98,4273,20,reminder,1,6,1.0,0.0,0.3333333333333333,1.3147671425228178,0.09066183136899365,0.016172506738544475,0.6184579246567372,3468.87862072155,True,Allowed.,NONE,0,0,5.618,-5.618
pay_00829,3097,checkout_abandoned,netbanking,6,2,0,7.74,462,0.778,2608,11,reminder,0,8,0.75,0.25,0.0,1.1875,0.11441647597254004,0.012958963282937365,0.6154843101357392,1903.0579084903845,True,Allowed.,NONE,1,3097,3.097,3093.903
